"sysbench","setId","vmId"
"9.0364s",0,12
"9.0171s",0,12
"9.0335s",0,12
"9.0283s",0,12
"9.0236s",0,12
"9.0227s",0,12
"9.0365s",0,12
"9.0196s",0,13
"9.0473s",0,13
"9.0208s",0,13
"9.0214s",0,13
"9.0274s",0,13
"9.0613s",0,13
"9.0194s",0,13
"9.0252s",0,13
"9.0264s",0,13
"9.0221s",0,13
"9.0324s",0,14
"9.0286s",0,14
"9.0190s",0,14
"9.0686s",0,14
"9.0244s",0,14
"9.0239s",0,14
"9.0216s",0,14
"9.0280s",0,14
"9.0206s",0,14
"9.0207s",0,14
"9.0576s",0,15
"9.0172s",0,15
"9.0175s",0,15
"9.0213s",0,15
"9.0644s",0,15
"9.0229s",0,15
"9.0248s",0,15
"9.0216s",0,15
"9.0214s",0,15
"9.0209s",0,15
"9.0534s",0,16
"9.0187s",0,16
"9.0143s",0,16
"9.0217s",0,16
"9.0662s",0,16
"9.0195s",0,16
"9.0250s",0,16
"9.0170s",0,16
"9.0178s",0,16
"9.0176s",0,16
"9.0508s",0,17
"9.0155s",0,17
"9.0141s",0,17
"9.0629s",0,17
"9.0151s",0,17
"9.0146s",0,17
"9.0235s",0,17
"9.0227s",0,17
"9.0205s",0,17
"9.0184s",0,17
"9.0200s",0,18
"9.0179s",0,18
"9.0573s",0,18
"9.0249s",0,18
"9.0203s",0,18
"9.0279s",0,18
"9.0349s",0,18
"9.0175s",0,18
"9.0193s",0,18
"9.0215s",0,18
"9.0261s",0,19
"9.0314s",0,19
"9.0175s",0,19
"9.0189s",0,19
"9.0728s",0,19
"9.0150s",0,19
"9.0182s",0,19
"9.0255s",0,19
"9.0219s",0,19
"9.0183s",0,19
"9.0240s",0,20
"9.0321s",0,20
"9.0162s",0,20
"9.0191s",0,20
"9.0687s",0,20
"9.0233s",0,20
"9.0179s",0,20
"9.0250s",0,20
"9.0193s",0,20
"9.0235s",0,20
"9.0178s",0,21
"9.0193s",0,21
"9.0652s",0,21
"9.0190s",0,21
"9.0229s",0,21
"9.0197s",0,21
"9.0244s",0,21
"9.0189s",0,21
"9.0212s",0,21
"9.0216s",0,21
"9.0256s",0,22
"9.0346s",0,22
"9.0179s",0,22
"9.0186s",0,22
"9.0668s",0,22
"9.0197s",0,22
"9.0218s",0,22
"9.0302s",0,22
"9.0266s",0,22
"9.0165s",0,22
"9.0192s",0,23
"9.0182s",0,23
"9.0174s",0,23
"9.0822s",0,23
"9.0278s",0,23
"9.0205s",0,23
"9.0406s",0,23
"9.0271s",0,23
"9.0220s",0,23
"9.0270s",0,23
"9.0167s",0,24
"9.0418s",0,24
"9.0172s",0,24
"9.0189s",0,24
"9.0196s",0,24
"9.0825s",0,24
"9.0197s",0,24
"9.0225s",0,24
"9.0211s",0,24
"9.0159s",0,24
"9.0277s",0,25
"9.0448s",0,25
"9.0179s",0,25
"9.0153s",0,25
"9.0667s",0,25
"9.0189s",0,25
"9.0212s",0,25
"9.0237s",0,25
"9.0263s",0,25
"9.0222s",0,25
"9.0421s",0,26
"9.0242s",0,26
"9.0185s",0,26
"9.0202s",0,26
"9.0620s",0,26
"9.0187s",0,26
"9.0200s",0,26
"9.0209s",0,26
"9.0277s",0,26
"9.0229s",0,26
"9.0236s",0,27
"9.0520s",0,27
"9.0164s",0,27
"9.0160s",0,27
"9.0201s",0,27
"9.0687s",0,27
"9.0164s",0,27
"9.0221s",0,27
"9.0232s",0,27
"9.0321s",0,27
"9.0155s",0,28
"9.0313s",0,28
"9.0219s",0,28
"9.0157s",0,28
"9.0260s",0,28
"9.0868s",0,28
"9.0190s",0,28
"9.0223s",0,28
"9.0240s",0,28
"9.0183s",0,28
"9.0404s",0,29
"9.0186s",0,29
"9.0189s",0,29
"9.0670s",0,29
"9.0249s",0,29
"9.0179s",0,29
"9.0310s",0,29
"9.0278s",0,29
"9.0244s",0,29
"9.0261s",0,29
"9.0180s",0,30
"9.0335s",0,30
"9.0162s",0,30
"9.0156s",0,30
"9.0183s",0,30
"9.0654s",0,30
"9.0181s",0,30
"9.0210s",0,30
"9.0170s",0,30
"9.0210s",0,30
"9.0464s",0,31
"9.0163s",0,31
"9.0145s",0,31
"9.0208s",0,31
"9.0644s",0,31
"9.0235s",0,31
"9.0290s",0,31
"9.0166s",0,31
"9.0250s",0,31
"9.0148s",0,31
"9.0438s",0,32
"9.0164s",0,32
"9.0185s",0,32
"9.0647s",0,32
"9.0181s",0,32
"9.0199s",0,32
"9.0257s",0,32
"9.0200s",0,32
"9.0185s",0,32
"9.0173s",0,32
"9.0246s",0,33
"9.0366s",0,33
"9.0161s",0,33
"9.0169s",0,33
"9.0643s",0,33
"9.0179s",0,33
"9.0199s",0,33
"9.0247s",0,33
"9.0173s",0,33
"9.0191s",0,33
"9.0162s",0,34
"9.0425s",0,34
"9.0160s",0,34
"9.0171s",0,34
"9.0648s",0,34
"9.0229s",0,34
"9.0186s",0,34
"9.0214s",0,34
"9.0204s",0,34
"9.0162s",0,34
"9.0483s",0,35
"9.0366s",0,35
"9.0225s",0,35
"9.0184s",0,35
"9.0623s",0,35
"9.0262s",0,35
"9.0233s",0,35
"9.0320s",0,35
"9.0186s",0,35
"9.0256s",0,35
"9.0258s",0,36
"9.0292s",0,36
"9.0168s",0,36
"9.0232s",0,36
"9.0610s",0,36
"9.0166s",0,36
"9.0199s",0,36
"9.0217s",0,36
"9.0290s",0,36
"9.0225s",0,36
"9.0336s",0,37
"9.0238s",0,37
"9.0156s",0,37
"9.0639s",0,37
"9.0253s",0,37
"9.0167s",0,37
"9.0249s",0,37
"9.0223s",0,37
"9.0173s",0,37
"9.0165s",0,37
"9.0369s",0,38
"9.0160s",0,38
"9.0156s",0,38
"9.0238s",0,38
"9.0674s",0,38
"9.0173s",0,38
"9.0247s",0,38
"9.0195s",0,38
"9.0198s",0,38
"9.0209s",0,38
"9.0168s",0,39
"9.0203s",0,39
"9.0681s",0,39
"9.0200s",0,39
"9.0198s",0,39
"9.0264s",0,39
"9.0223s",0,39
"9.0211s",0,39
"9.0211s",0,39
"9.0275s",0,39
"9.0204s",0,40
"9.0385s",0,40
"9.0175s",0,40
"9.0176s",0,40
"9.0718s",0,40
"9.0164s",0,40
"9.0188s",0,40
"9.0253s",0,40
"9.0262s",0,40
"9.0209s",0,40
"9.0406s",0,41
"9.0214s",0,41
"9.0146s",0,41
"9.0620s",0,41
"9.0219s",0,41
"9.0207s",0,41
"9.0261s",0,41
"9.0238s",0,41
"9.0157s",0,41
"9.0185s",0,41
"9.0218s",0,42
"9.0190s",0,42
"9.0664s",0,42
"9.0276s",0,42
"9.0207s",0,42
"9.0242s",0,42
"9.0263s",0,42
"9.0199s",0,42
"9.0219s",0,42
"9.0178s",0,42
"9.0441s",0,43
"9.0187s",0,43
"9.0231s",0,43
"9.0254s",0,43
"9.0660s",0,43
"9.0268s",0,43
"9.0242s",0,43
"9.0257s",0,43
"9.0222s",0,43
"9.0184s",0,43
"9.0376s",0,44
"9.0198s",0,44
"9.0187s",0,44
"9.0202s",0,44
"9.0677s",0,44
"9.0182s",0,44
"9.0212s",0,44
"9.0208s",0,44
"9.0241s",0,44
"9.0184s",0,44
"9.0686s",0,45
"9.0175s",0,45
"9.0412s",0,45
"9.0252s",0,45
"9.0229s",0,45
"9.0245s",0,45
"9.0199s",0,45
"9.0194s",0,45
"9.0361s",0,45
"9.0187s",0,45
"9.0468s",0,46
"9.0264s",0,46
"9.0201s",0,46
"9.0243s",0,46
"9.0230s",0,46
"9.0182s",0,46
"9.0185s",0,46
"9.0279s",0,46
"9.0301s",0,46
"9.0227s",0,46
"9.0173s",0,47
"9.0348s",0,47
"9.0176s",0,47
"9.0176s",0,47
"9.0668s",0,47
"9.0165s",0,47
"9.0164s",0,47
"9.0258s",0,47
"9.0244s",0,47
"9.0174s",0,47
"9.0409s",0,48
"9.0168s",0,48
"9.0165s",0,48
"9.0694s",0,48
"9.0232s",0,48
"9.0167s",0,48
"9.0248s",0,48
"9.0268s",0,48
"9.0175s",0,48
"9.0226s",0,48
"9.0279s",1,1
"9.0309s",1,1
"9.0211s",1,1
"9.0231s",1,1
"9.0263s",1,1
"9.0270s",1,1
"9.0208s",1,1
"9.0267s",1,1
"9.0226s",1,1
"9.0201s",1,1
"9.0234s",1,2
"9.0377s",1,2
"9.0160s",1,2
"9.0180s",1,2
"9.0155s",1,2
"9.0157s",1,2
"9.0220s",1,2
"9.0154s",1,2
"9.0150s",1,2
"9.0295s",1,2
"9.0204s",1,3
"9.0413s",1,3
"9.0204s",1,3
"9.0192s",1,3
"9.0198s",1,3
"9.0177s",1,3
"9.0187s",1,3
"9.0217s",1,3
"9.0183s",1,3
"9.0218s",1,3
"9.0403s",1,4
"9.0179s",1,4
"9.0167s",1,4
"9.0210s",1,4
"9.0188s",1,4
"9.0195s",1,4
"9.0202s",1,4
"9.0293s",1,4
"9.0198s",1,4
"9.0209s",1,4
"9.0214s",1,5
"9.0173s",1,5
"9.0166s",1,5
"9.0173s",1,5
"9.0175s",1,5
"9.0164s",1,5
"9.0213s",1,5
"9.0234s",1,5
"9.0177s",1,5
"9.0171s",1,5
"9.0418s",1,7
"9.0279s",1,7
"9.0239s",1,7
"9.0255s",1,7
"9.0187s",1,7
"9.0189s",1,7
"9.0325s",1,7
"9.0195s",1,7
"9.0262s",1,7
"9.0246s",1,7
"9.0283s",1,8
"9.0399s",1,8
"9.0243s",1,8
"9.0169s",1,8
"9.0212s",1,8
"9.0190s",1,8
"9.0197s",1,8
"9.0310s",1,8
"9.0217s",1,8
"9.0233s",1,8
"9.0483s",1,9
"9.0199s",1,9
"9.0194s",1,9
"9.0178s",1,9
"9.0174s",1,9
"9.0169s",1,9
"9.0277s",1,9
"9.0175s",1,9
"9.0199s",1,9
"9.0216s",1,9
"9.0339s",1,10
"9.0210s",1,10
"9.0222s",1,10
"9.0234s",1,10
"9.0172s",1,10
"9.0177s",1,10
"9.0270s",1,10
"9.0241s",1,10
"9.0176s",1,10
"9.0185s",1,10
"9.0185s",1,11
"9.0405s",1,11
"9.0166s",1,11
"9.0167s",1,11
"9.0195s",1,11
"9.0269s",1,11
"9.0202s",1,11
"9.0294s",1,11
"9.0178s",1,11
"9.0268s",1,11
"9.0179s",1,12
"9.0175s",1,12
"9.0266s",1,12
"9.0166s",1,12
"9.0237s",1,12
"9.0325s",1,12
"9.0197s",1,12
"9.0175s",1,12
"9.0227s",1,12
"9.0192s",1,12
"9.0200s",1,13
"9.0363s",1,13
"9.0259s",1,13
"9.0248s",1,13
"9.0252s",1,13
"9.0187s",1,13
"9.0201s",1,13
"9.0235s",1,13
"9.0225s",1,13
"9.0339s",1,13
"9.0268s",1,14
"9.0313s",1,14
"9.0231s",1,14
"9.0188s",1,14
"9.0186s",1,14
"9.0198s",1,14
"9.0261s",1,14
"9.0187s",1,14
"9.0195s",1,14
"9.0240s",1,14
"9.0300s",1,15
"9.0327s",1,15
"9.0247s",1,15
"9.0215s",1,15
"9.0220s",1,15
"9.0220s",1,15
"9.0315s",1,15
"9.0231s",1,15
"9.0243s",1,15
"9.0353s",1,15
"9.0367s",1,16
"9.0165s",1,16
"9.0199s",1,16
"9.0181s",1,16
"9.0189s",1,16
"9.0226s",1,16
"9.0266s",1,16
"9.0194s",1,16
"9.0185s",1,16
"9.0192s",1,16
"9.0460s",1,17
"9.0214s",1,17
"9.0219s",1,17
"9.0175s",1,17
"9.0174s",1,17
"9.0188s",1,17
"9.0216s",1,17
"9.0187s",1,17
"9.0181s",1,17
"9.0288s",1,17
"9.0193s",1,18
"9.0196s",1,18
"9.0202s",1,18
"9.0197s",1,18
"9.0200s",1,18
"9.0223s",1,18
"9.0172s",1,18
"9.0256s",1,18
"9.0268s",1,18
"9.0228s",1,18
"9.0257s",1,19
"9.0366s",1,19
"9.0173s",1,19
"9.0250s",1,19
"9.0194s",1,19
"9.0165s",1,19
"9.0185s",1,19
"9.0244s",1,19
"9.0178s",1,19
"9.0243s",1,19
"9.0253s",1,20
"9.0346s",1,20
"9.0236s",1,20
"9.0216s",1,20
"9.0196s",1,20
"9.0180s",1,20
"9.0240s",1,20
"9.0245s",1,20
"9.0175s",1,20
"9.0179s",1,20
"9.0230s",1,21
"9.0210s",1,21
"9.0160s",1,21
"9.0168s",1,21
"9.0301s",1,21
"9.0237s",1,21
"9.0174s",1,21
"9.0166s",1,21
"9.0215s",1,21
"9.0246s",1,21
"9.0229s",1,22
"9.0321s",1,22
"9.0160s",1,22
"9.0170s",1,22
"9.0162s",1,22
"9.0155s",1,22
"9.0193s",1,22
"9.0248s",1,22
"9.0168s",1,22
"9.0173s",1,22
"9.0252s",1,23
"9.0226s",1,23
"9.0203s",1,23
"9.0433s",1,23
"9.0206s",1,23
"9.0251s",1,23
"9.0340s",1,23
"9.0212s",1,23
"9.0231s",1,23
"9.0414s",1,23
"9.0226s",1,24
"9.0419s",1,24
"9.0331s",1,24
"9.0167s",1,24
"9.0226s",1,24
"9.0181s",1,24
"9.0212s",1,24
"9.0226s",1,24
"9.0174s",1,24
"9.0212s",1,24
"9.0243s",1,25
"9.0377s",1,25
"9.0173s",1,25
"9.0251s",1,25
"9.0210s",1,25
"9.0164s",1,25
"9.0169s",1,25
"9.0271s",1,25
"9.0156s",1,25
"9.0213s",1,25
"9.0364s",1,26
"9.0163s",1,26
"9.0280s",1,26
"9.0256s",1,26
"9.0175s",1,26
"9.0225s",1,26
"9.0165s",1,26
"9.0238s",1,26
"9.0193s",1,26
"9.0245s",1,26
"9.0169s",1,27
"9.0440s",1,27
"9.0227s",1,27
"9.0215s",1,27
"9.0245s",1,27
"9.0175s",1,27
"9.0209s",1,27
"9.0280s",1,27
"9.0193s",1,27
"9.0196s",1,27
"9.0190s",1,28
"9.0446s",1,28
"9.0183s",1,28
"9.0176s",1,28
"9.0193s",1,28
"9.0187s",1,28
"9.0251s",1,28
"9.0326s",1,28
"9.0205s",1,28
"9.0170s",1,28
"9.0443s",1,29
"9.0250s",1,29
"9.0170s",1,29
"9.0211s",1,29
"9.0167s",1,29
"9.0202s",1,29
"9.0311s",1,29
"9.0183s",1,29
"9.0172s",1,29
"9.0251s",1,29
"9.0213s",1,30
"9.0424s",1,30
"9.0212s",1,30
"9.0197s",1,30
"9.0230s",1,30
"9.0173s",1,30
"9.0174s",1,30
"9.0258s",1,30
"9.0186s",1,30
"9.0159s",1,30
"9.0408s",1,31
"9.0186s",1,31
"9.0312s",1,31
"9.0193s",1,31
"9.0182s",1,31
"9.0189s",1,31
"9.0350s",1,31
"9.0189s",1,31
"9.0183s",1,31
"9.0233s",1,31
"9.0454s",1,32
"9.0273s",1,32
"9.0218s",1,32
"9.0222s",1,32
"9.0181s",1,32
"9.0256s",1,32
"9.0246s",1,32
"9.0171s",1,32
"9.0216s",1,32
"9.0425s",1,32
"9.0290s",1,33
"9.0200s",1,33
"9.0155s",1,33
"9.0222s",1,33
"9.0166s",1,33
"9.0175s",1,33
"9.0166s",1,33
"9.0225s",1,33
"9.0171s",1,33
"9.0172s",1,33
"9.0169s",1,34
"9.0449s",1,34
"9.0231s",1,34
"9.0205s",1,34
"9.0230s",1,34
"9.0167s",1,34
"9.0250s",1,34
"9.0254s",1,34
"9.0184s",1,34
"9.0211s",1,34
"9.0435s",1,35
"9.0186s",1,35
"9.0288s",1,35
"9.0326s",1,35
"9.0206s",1,35
"9.0204s",1,35
"9.0249s",1,35
"9.0320s",1,35
"9.0187s",1,35
"9.0195s",1,35
"9.0275s",1,36
"9.0360s",1,36
"9.0234s",1,36
"9.0201s",1,36
"9.0165s",1,36
"9.0179s",1,36
"9.0191s",1,36
"9.0237s",1,36
"9.0177s",1,36
"9.0225s",1,36
"9.0426s",1,37
"9.0190s",1,37
"9.0321s",1,37
"9.0189s",1,37
"9.0176s",1,37
"9.0196s",1,37
"9.0229s",1,37
"9.0314s",1,37
"9.0173s",1,37
"9.0396s",1,37
"9.0405s",1,38
"9.0153s",1,38
"9.0216s",1,38
"9.0213s",1,38
"9.0158s",1,38
"9.0195s",1,38
"9.0232s",1,38
"9.0171s",1,38
"9.0167s",1,38
"9.0227s",1,38
"9.0262s",1,39
"9.0179s",1,39
"9.0188s",1,39
"9.0179s",1,39
"9.0194s",1,39
"9.0231s",1,39
"9.0216s",1,39
"9.0244s",1,39
"9.0217s",1,39
"9.0250s",1,39
"9.0168s",1,40
"9.0365s",1,40
"9.0232s",1,40
"9.0194s",1,40
"9.0207s",1,40
"9.0192s",1,40
"9.0205s",1,40
"9.0312s",1,40
"9.0172s",1,40
"9.0197s",1,40
"9.0373s",1,41
"9.0215s",1,41
"9.0231s",1,41
"9.0233s",1,41
"9.0204s",1,41
"9.0169s",1,41
"9.0296s",1,41
"9.0166s",1,41
"9.0188s",1,41
"9.0298s",1,41
"9.0253s",1,42
"9.0256s",1,42
"9.0224s",1,42
"9.0212s",1,42
"9.0213s",1,42
"9.0309s",1,42
"9.0184s",1,42
"9.0172s",1,42
"9.0283s",1,42
"9.0226s",1,42
"9.0459s",1,43
"9.0221s",1,43
"9.0282s",1,43
"9.0309s",1,43
"9.0201s",1,43
"9.0175s",1,43
"9.0258s",1,43
"9.0175s",1,43
"9.0185s",1,43
"9.0326s",1,43
"9.0387s",1,44
"9.0195s",1,44
"9.0232s",1,44
"9.0194s",1,44
"9.0163s",1,44
"9.0170s",1,44
"9.0187s",1,44
"9.0226s",1,44
"9.0263s",1,44
"9.0267s",1,44
"9.0196s",1,45
"9.0254s",1,45
"9.0431s",1,45
"9.0181s",1,45
"9.0173s",1,45
"9.0253s",1,45
"9.0189s",1,45
"9.0196s",1,45
"9.0312s",1,45
"9.0196s",1,45
"9.0515s",1,46
"9.0178s",1,46
"9.0342s",1,46
"9.0268s",1,46
"9.0193s",1,46
"9.0193s",1,46
"9.0251s",1,46
"9.0257s",1,46
"9.0186s",1,46
"9.0239s",1,46
"9.0203s",1,47
"9.0422s",1,47
"9.0231s",1,47
"9.0171s",1,47
"9.0189s",1,47
"9.0179s",1,47
"9.0182s",1,47
"9.0262s",1,47
"9.0152s",1,47
"9.0230s",1,47
"9.0314s",1,48
"9.0210s",1,48
"9.0223s",1,48
"9.0227s",1,48
"9.0189s",1,48
"9.0197s",1,48
"9.0248s",1,48
"9.0170s",1,48
"9.0218s",1,48
"9.0290s",1,48
"9.0288s",2,1
"9.0318s",2,1
"9.0175s",2,1
"9.0227s",2,1
"9.0236s",2,1
"9.0264s",2,1
"9.0266s",2,1
"9.0334s",2,1
"9.0274s",2,1
"9.0222s",2,1
"9.0300s",2,2
"9.0310s",2,2
"9.0178s",2,2
"9.0198s",2,2
"9.0259s",2,2
"9.0221s",2,2
"9.0187s",2,2
"9.0231s",2,2
"9.0200s",2,2
"9.0178s",2,2
"9.0241s",2,3
"9.0317s",2,3
"9.0218s",2,3
"9.0293s",2,3
"9.0219s",2,3
"9.0153s",2,3
"9.0181s",2,3
"9.0207s",2,3
"9.0187s",2,3
"9.0217s",2,3
"9.0450s",2,4
"9.0228s",2,4
"9.0191s",2,4
"9.0269s",2,4
"9.0242s",2,4
"9.0197s",2,4
"9.0186s",2,4
"9.0255s",2,4
"9.0273s",2,4
"9.0163s",2,4
"9.0272s",2,5
"9.0392s",2,5
"9.0169s",2,5
"9.0166s",2,5
"9.0177s",2,5
"9.0177s",2,5
"9.0173s",2,5
"9.0275s",2,5
"9.0216s",2,5
"9.0174s",2,5
"9.0370s",2,7
"9.0193s",2,7
"9.0165s",2,7
"9.0265s",2,7
"9.0156s",2,7
"9.0182s",2,7
"9.0222s",2,7
"9.0181s",2,7
"9.0160s",2,7
"9.0264s",2,7
"9.0276s",2,8
"9.0324s",2,8
"9.0184s",2,8
"9.0229s",2,8
"9.0269s",2,8
"9.0195s",2,8
"9.0222s",2,8
"9.0316s",2,8
"9.0214s",2,8
"9.0215s",2,8
"9.0397s",2,9
"9.0169s",2,9
"9.0165s",2,9
"9.0306s",2,9
"9.0232s",2,9
"9.0165s",2,9
"9.0269s",2,9
"9.0183s",2,9
"9.0180s",2,9
"9.0183s",2,9
"9.0337s",2,10
"9.0176s",2,10
"9.0176s",2,10
"9.0230s",2,10
"9.0173s",2,10
"9.0160s",2,10
"9.0176s",2,10
"9.0199s",2,10
"9.0225s",2,10
"9.0175s",2,10
"9.0178s",2,11
"9.0403s",2,11
"9.0184s",2,11
"9.0203s",2,11
"9.0271s",2,11
"9.0193s",2,11
"9.0170s",2,11
"9.0235s",2,11
"9.0196s",2,11
"9.0184s",2,11
"9.0172s",2,12
"9.0178s",2,12
"9.0245s",2,12
"9.0195s",2,12
"9.0173s",2,12
"9.0421s",2,12
"9.0211s",2,12
"9.0175s",2,12
"9.0270s",2,12
"9.0346s",2,12
"9.0225s",2,13
"9.0395s",2,13
"9.0182s",2,13
"9.0223s",2,13
"9.0283s",2,13
"9.0186s",2,13
"9.0182s",2,13
"9.0291s",2,13
"9.0289s",2,13
"9.0233s",2,13
"9.0236s",2,14
"9.0273s",2,14
"9.0154s",2,14
"9.0202s",2,14
"9.0219s",2,14
"9.0161s",2,14
"9.0238s",2,14
"9.0167s",2,14
"9.0180s",2,14
"9.0226s",2,14
"9.0323s",2,15
"9.0351s",2,15
"9.0202s",2,15
"9.0292s",2,15
"9.0230s",2,15
"9.0175s",2,15
"9.0268s",2,15
"9.0242s",2,15
"9.0184s",2,15
"9.0213s",2,15
"9.0404s",2,16
"9.0187s",2,16
"9.0190s",2,16
"9.0198s",2,16
"9.0230s",2,16
"9.0200s",2,16
"9.0239s",2,16
"9.0169s",2,16
"9.0202s",2,16
"9.0227s",2,16
"9.0334s",2,17
"9.0176s",2,17
"9.0178s",2,17
"9.0223s",2,17
"9.0252s",2,17
"9.0163s",2,17
"9.0291s",2,17
"9.0226s",2,17
"9.0159s",2,17
"9.0169s",2,17
"9.0174s",2,18
"9.0200s",2,18
"9.0235s",2,18
"9.0177s",2,18
"9.0192s",2,18
"9.0360s",2,18
"9.0213s",2,18
"9.0169s",2,18
"9.0190s",2,18
"9.0407s",2,18
"9.0245s",2,19
"9.0303s",2,19
"9.0186s",2,19
"9.0233s",2,19
"9.0347s",2,19
"9.0159s",2,19
"9.0204s",2,19
"9.0255s",2,19
"9.0213s",2,19
"9.0178s",2,19
"9.0213s",2,20
"9.0338s",2,20
"9.0177s",2,20
"9.0170s",2,20
"9.0314s",2,20
"9.0160s",2,20
"9.0184s",2,20
"9.0290s",2,20
"9.0186s",2,20
"9.0239s",2,20
"9.0165s",2,21
"9.0235s",2,21
"9.0167s",2,21
"9.0162s",2,21
"9.0185s",2,21
"9.0226s",2,21
"9.0259s",2,21
"9.0173s",2,21
"9.0259s",2,21
"9.0393s",2,21
"9.0219s",2,22
"9.0327s",2,22
"9.0168s",2,22
"9.0210s",2,22
"9.0266s",2,22
"9.0167s",2,22
"9.0174s",2,22
"9.0251s",2,22
"9.0170s",2,22
"9.0170s",2,22
"9.0187s",2,23
"9.0177s",2,23
"9.0192s",2,23
"9.0381s",2,23
"9.0213s",2,23
"9.0217s",2,23
"9.0293s",2,23
"9.0230s",2,23
"9.0227s",2,23
"9.0221s",2,23
"9.0165s",2,24
"9.0425s",2,24
"9.0171s",2,24
"9.0209s",2,24
"9.0286s",2,24
"9.0166s",2,24
"9.0173s",2,24
"9.0290s",2,24
"9.0172s",2,24
"9.0170s",2,24
"9.0227s",2,25
"9.0330s",2,25
"9.0163s",2,25
"9.0177s",2,25
"9.0392s",2,25
"9.0163s",2,25
"9.0188s",2,25
"9.0218s",2,25
"9.0214s",2,25
"9.0188s",2,25
"9.0347s",2,26
"9.0148s",2,26
"9.0203s",2,26
"9.0209s",2,26
"9.0266s",2,26
"9.0201s",2,26
"9.0212s",2,26
"9.0220s",2,26
"9.0253s",2,26
"9.0239s",2,26
"9.0166s",2,27
"9.0411s",2,27
"9.0165s",2,27
"9.0181s",2,27
"9.0259s",2,27
"9.0198s",2,27
"9.0178s",2,27
"9.0248s",2,27
"9.0206s",2,27
"9.0198s",2,27
"9.0261s",2,28
"9.0402s",2,28
"9.0167s",2,28
"9.0164s",2,28
"9.0254s",2,28
"9.0199s",2,28
"9.0178s",2,28
"9.0340s",2,28
"9.0226s",2,28
"9.0216s",2,28
"9.0320s",2,29
"9.0174s",2,29
"9.0172s",2,29
"9.0269s",2,29
"9.0261s",2,29
"9.0211s",2,29
"9.0380s",2,29
"9.0254s",2,29
"9.0201s",2,29
"9.0235s",2,29
"9.0159s",2,30
"9.0399s",2,30
"9.0169s",2,30
"9.0169s",2,30
"9.0274s",2,30
"9.0161s",2,30
"9.0175s",2,30
"9.0238s",2,30
"9.0205s",2,30
"9.0149s",2,30
"9.0391s",2,31
"9.0198s",2,31
"9.0162s",2,31
"9.0258s",2,31
"9.0177s",2,31
"9.0185s",2,31
"9.0218s",2,31
"9.0193s",2,31
"9.0229s",2,31
"9.0199s",2,31
"9.0401s",2,32
"9.0169s",2,32
"9.0195s",2,32
"9.0295s",2,32
"9.0196s",2,32
"9.0199s",2,32
"9.0287s",2,32
"9.0248s",2,32
"9.0192s",2,32
"9.0178s",2,32
"9.0273s",2,33
"9.0324s",2,33
"9.0185s",2,33
"9.0174s",2,33
"9.0189s",2,33
"9.0189s",2,33
"9.0164s",2,33
"9.0271s",2,33
"9.0313s",2,33
"9.0246s",2,33
